displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,46240.00,,,2022,Annual
Total Revenue ,TotalRevenue,46240.00,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,22386.00,,,2022,Annual
Gross Profit ,GrossProfit,23854.00,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,13083.00,,,2022,Annual
Research Development ,ResearchDevelopment,100.00,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2359.00,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),335.00,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,493.00,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,38756.00,,,2022,Annual
Operating Income ,OperatingIncome,7484.00,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2127,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,42.00,,,2022,Annual
Other Net ,OtherNet,-433,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,4966.00,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,529.00,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,4437.00,,,2022,Annual
Minority Interest ,MinorityInterest,-811,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3626.00,,,2022,Annual
Net Income ,NetIncome,3626.00,,,2022,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-1210,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3505.00,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3505.00,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,3505.00,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,79.65,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,44.00,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,9.59,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,47.29,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
