tickerId,companyName,remarks,boardMeetDate,purpose
S0003029,Upl,,2025-05-12,Audited Results & Final Dividend
S0003029,Upl,,2025-01-31,Quarterly Results
S0003029,Upl,"Inter alia, to consider, discuss and decide on various matters in connection with the Rights issue including the specific terms.",2024-11-20,Others
S0003029,Upl,,2024-11-11,Quarterly Results
S0003029,Upl,,2024-08-02,Quarterly Results
S0003029,Upl,,2024-05-13,Audited Results & Final Dividend
S0003029,Upl,,2024-02-02,Quarterly Results
S0003029,Upl,,2023-12-22,Rights issue & Preferential issue
S0003029,Upl,,2023-10-30,Quarterly Results
S0003029,Upl,,2023-07-31,Quarterly Results
S0003029,Upl,,2023-05-08,Audited Results & Final Dividend
S0003029,Upl,,2023-01-31,Quarterly Results
S0003029,Upl,,2022-11-01,Quarterly Results
S0003029,Upl,,2022-08-01,Quarterly Results
S0003029,Upl,,2022-05-09,Audited Results & Final Dividend
S0003029,Upl,,2022-03-02,Buy Back of Shares
S0003029,Upl,,2022-01-31,Quarterly Results
S0003029,Upl,,2021-10-29,Quarterly Results
S0003029,Upl,,2021-07-30,Quarterly Results
S0003029,Upl,,2021-05-12,Audited Results & Final Dividend
S0003029,Upl,,2021-01-29,Quarterly Results
