tickerId,companyName,remarks,recordDate,xrDate,offerredInstrumentName,faceValueOfferedInstrument,ratios,dateOfAnnouncement,sortDate,rightsPremium
S0003029,Upl,Rights issue of equity shares of Rs. 2/- in the ratio of 1:8 @ premium of Rs. 358/-.,2024-11-26,2024-11-26,Equity Share - PP,2,1:8,2023-12-22,2024-11-26,358
