Date,Volume,Delivery (%)
2024-06-06,39242005,39.0
2024-06-07,22854054,42.0
2024-06-10,15848226,40.0
2024-06-11,28072220,37.0
2024-06-12,24891047,36.0
2024-06-13,12774083,47.0
2024-06-14,15440079,47.0
2024-06-18,17243479,56.0
2024-06-19,20962977,56.0
2024-06-20,19383324,47.0
2024-06-21,31434497,48.0
2024-06-24,8013658,37.0
2024-06-25,16394253,58.0
2024-06-26,8433607,42.0
2024-06-27,13154802,
2024-06-28,9352922,47.0
2024-07-01,5075344,52.0
2024-07-02,5792278,37.0
2024-07-03,4619545,46.0
2024-07-04,6960638,48.0
2024-07-05,8140590,58.0
2024-07-08,12084535,57.0
2024-07-09,18725199,61.0
2024-07-10,12694157,46.0
2024-07-11,20670932,48.0
2024-07-12,11257765,42.0
2024-07-15,9348597,56.0
2024-07-16,29337932,46.0
2024-07-18,20705725,54.0
2024-07-19,20799783,44.0
2024-07-22,29090671,38.0
2024-07-23,25469313,43.0
2024-07-24,17423460,46.0
2024-07-25,32778754,44.0
2024-07-26,22391536,61.0
2024-07-29,21022982,46.0
2024-07-30,47726300,31.0
2024-07-31,18086472,45.0
2024-08-01,17356258,51.0
2024-08-02,15949035,45.0
2024-08-05,24795651,42.0
2024-08-06,15231667,47.0
2024-08-07,15069605,40.0
2024-08-08,16209734,45.0
2024-08-09,11809735,35.0
2024-08-12,12624790,53.0
2024-08-13,10355016,38.0
2024-08-14,8885511,42.0
2024-08-16,8502894,44.0
2024-08-19,19517366,32.0
2024-08-20,23828145,33.0
2024-08-21,16691470,48.0
2024-08-22,10722265,53.0
2024-08-23,16830951,49.0
2024-08-26,7030164,39.0
2024-08-27,10093862,28.0
2024-08-28,7650095,34.0
2024-08-29,13537145,43.0
2024-08-30,21373183,36.0
2024-09-02,15308594,39.0
2024-09-03,9852854,44.0
2024-09-04,20292474,34.0
2024-09-05,16334430,49.0
2024-09-06,19542329,42.0
2024-09-09,9658536,41.0
2024-09-10,8522892,41.0
2024-09-11,12617783,34.0
2024-09-12,17088666,52.0
2024-09-13,11301391,47.0
2024-09-16,5196201,38.0
2024-09-17,7481734,51.0
2024-09-18,4278419,38.0
2024-09-19,12938496,54.0
2024-09-20,14841625,53.0
2024-09-23,6629755,42.0
2024-09-24,8337049,48.0
2024-09-25,6367367,37.0
2024-09-26,10402143,48.0
2024-09-27,42811489,35.0
2024-09-30,26163882,41.0
2024-10-01,10015947,35.0
2024-10-03,21312358,45.0
2024-10-04,19379454,32.0
2024-10-07,8509981,34.0
2024-10-08,9920975,34.0
2024-10-09,14282270,36.0
2024-10-10,5883036,34.0
2024-10-11,4249284,30.0
2024-10-14,8791470,40.0
2024-10-15,17649362,31.0
2024-10-16,17954991,44.0
2024-10-17,12474245,57.0
2024-10-18,7505778,30.0
2024-10-21,8989930,31.0
2024-10-22,6579651,39.0
2024-10-23,6905145,37.0
2024-10-24,6484534,52.0
2024-10-25,11955021,40.0
