displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,181823.00
Revenue - trailing 12 month,revenueTrailing12Month),5005219.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,133365.50
EBITD - trailing 12 month,eBITDTrailing12Month,254091.20
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,133365.50
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,31.87
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,5005175.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,136141.10
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,181823.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,185607.10
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,254013.80
