displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,6286.36,,,2024,Interim
Short Term Investments ,ShortTermInvestments,5548.62,,,2024,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,11834.98,,,2024,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,8342.03,,,2024,Interim
Total Receivables Net ,TotalReceivablesNet,9306.85,,,2024,Interim
Total Inventory ,TotalInventory,42836.13,,,2024,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,1716.15,,,2024,Interim
Total Current Assets ,TotalCurrentAssets,65694.11,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,93397.76,,,2024,Interim
Goodwill Net ,GoodwillNet,1203.98,,,2024,Interim
Intangibles Net ,IntangiblesNet,12400.38,,,2024,Interim
Long Term Investments ,LongTermInvestments,22993.90,,,2024,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,4930.18,,,2024,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1797.44,,,2024,Interim
Total Assets ,TotalAssets,202417.75,,,2024,Interim
Accounts Payable ,AccountsPayable,28305.81,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,19121.76,,,2024,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,33455.81,,,2024,Interim
Total Current Liabilities ,TotalCurrentLiabilities,80883.38,,,2024,Interim
Long Term Debt ,LongTermDebt,26877.14,,,2024,Interim
Capital Lease Obligations ,CapitalLeaseObligations,8600.15,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,35477.29,,,2024,Interim
Total Debt ,TotalDebt,54599.05,,,2024,Interim
Deferred Income Tax ,DeferredIncomeTax,7975.68,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,2446.29,,,2024,Interim
Total Liabilities ,TotalLiabilities,126782.64,,,2024,Interim
Common Stock Total ,CommonStockTotal,2136.29,,,2024,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),73498.82,,,2024,Interim
Total Equity ,TotalEquity,75635.11,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,202417.75,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,433.85,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,142.98,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
