tickerId,companyName,remarks,boardMeetDate,purpose
S0003060,Bharat Petroleum Corp,,2025-04-29,Audited Results & Final Dividend
S0003060,Bharat Petroleum Corp,,2025-01-22,Quarterly Results & Interim Dividend
S0003060,Bharat Petroleum Corp,,2024-10-25,Quarterly Results
S0003060,Bharat Petroleum Corp,,2024-07-19,Quarterly Results
S0003060,Bharat Petroleum Corp,,2024-05-09,"Audited Results, Dividend & Bonus issue"
S0003060,Bharat Petroleum Corp,,2024-01-29,Quarterly Results
S0003060,Bharat Petroleum Corp,,2023-10-27,Quarterly Results
S0003060,Bharat Petroleum Corp,,2023-07-26,Quarterly Results
S0003060,Bharat Petroleum Corp,"Inter alia, to consider the various modalities for capital infusion including rights issue, for achieving energy transition, net zero and energy security objectives.",2023-06-28,Others
S0003060,Bharat Petroleum Corp,,2023-05-22,Audited Results & Dividend
S0003060,Bharat Petroleum Corp,,2023-01-30,Quarterly Results
S0003060,Bharat Petroleum Corp,,2022-11-07,Quarterly Results
S0003060,Bharat Petroleum Corp,,2022-08-06,Quarterly Results
S0003060,Bharat Petroleum Corp,,2022-05-25,Audited Results & Final Dividend
S0003060,Bharat Petroleum Corp,,2022-01-31,Quarterly Results & Interim Dividend
S0003060,Bharat Petroleum Corp,,2021-10-29,Quarterly Results & Interim Dividend
S0003060,Bharat Petroleum Corp,"Inter alia,  to consider Scheme of Amalgamation of Bharat Oman Refineries Ltd (BORL), a wholly owned subsidiary company of BPCL, with BPCL.",2021-10-21,Others
S0003060,Bharat Petroleum Corp,,2021-08-12,Quarterly Results
S0003060,Bharat Petroleum Corp,,2021-05-26,Audited Results & Final Dividend
S0003060,Bharat Petroleum Corp,,2021-03-16,Second  Interim Dividend
S0003060,Bharat Petroleum Corp,,2021-02-08,Quarterly Results & Interim Dividend
