tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003060,Bharat Petroleum Corp,Bonus issue in the ratio of 1:1 of Rs. 10/-.,2024-06-22,2024-06-21,2024-06-21,2024-05-09
