displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,10475.59,,,2025,Annual
Short Term Investments ,ShortTermInvestments,5434.95,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,15910.54,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9338.98,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,9645.51,,,2025,Annual
Total Inventory ,TotalInventory,45265.19,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,2010.98,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,72832.22,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,99834.08,,,2025,Annual
Goodwill Net ,GoodwillNet,1203.98,,,2025,Annual
Intangibles Net ,IntangiblesNet,13976.87,,,2025,Annual
Long Term Investments ,LongTermInvestments,23625.02,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,5166.18,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1743.87,,,2025,Annual
Total Assets ,TotalAssets,218382.22,,,2025,Annual
Accounts Payable ,AccountsPayable,30634.06,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,25732.29,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,34305.65,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,90672.00,,,2025,Annual
Long Term Debt ,LongTermDebt,26527.88,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,8840.40,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,35368.28,,,2025,Annual
Total Debt ,TotalDebt,61100.57,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,8292.67,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2665.19,,,2025,Annual
Total Liabilities ,TotalLiabilities,136998.14,,,2025,Annual
Common Stock Total ,CommonStockTotal,4272.58,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),77111.50,,,2025,Annual
Total Equity ,TotalEquity,81384.08,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,218382.22,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,433.85,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,152.59,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
