displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,8.00
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,19737.50
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.75
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,19737.50
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.43
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,0.30
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,0.30
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,0.00
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,0.80
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.43
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.75
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,7.99
Current ratio - most recent quarter,currentRatioMostRecentQuarter,0.80
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,
