displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,3.55
Gross Margin - 5 year average,grossMargin5YearAverage,8.97
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),3.55
Operating Margin - 5 year average,operatingMargin5YearAverage,4.34
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,2.66
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,10.98
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,2.66
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,3.13
Pretax Margin - 5 year average,pretaxMargin5YearAverage,4.20
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,0.39
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,3.63
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,3.63
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,1.46
Gross Margin - trailing 12 month,grossMarginTrailing12Month,10.98
