displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2162.88,,,2023,Annual
Cash Equivalents ,CashEquivalents,430.74,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,1.04,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4978.32,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2102.95,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2937.21,,,2023,Annual
Goodwill Net ,GoodwillNet,689.34,,,2023,Annual
Intangibles Net ,IntangiblesNet,865.88,,,2023,Annual
Long Term Investments ,LongTermInvestments,378960.15,,,2023,Annual
Insurance Receivables ,InsuranceReceivables,3458.64,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,10366.78,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3807.16,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,1829.37,,,2023,Annual
Total Assets ,TotalAssets,405509.19,,,2023,Annual
Accounts Payable ,AccountsPayable,3829.13,,,2023,Annual
Accrued Expenses ,AccruedExpenses,63.54,,,2023,Annual
Policy Liabilities ,PolicyLiabilities,1376.15,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,56572.55,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,35291.34,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2580.33,,,2023,Annual
Long Term Debt ,LongTermDebt,119577.39,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,823.69,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,120401.08,,,2023,Annual
Total Debt ,TotalDebt,212264.97,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,108.04,,,2023,Annual
Minority Interest ,MinorityInterest,31190.74,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,107688.95,,,2023,Annual
Total Liabilities ,TotalLiabilities,359101.85,,,2023,Annual
Common Stock Total ,CommonStockTotal,159.26,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9676.53,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),36647.77,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-117.48,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),-1.49,,,2023,Annual
Other Equity Total ,OtherEquityTotal,42.75,,,2023,Annual
Total Equity ,TotalEquity,46407.34,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,405509.19,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,159.26,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,281.62,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
