displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Total Premiums Earned ,TotalPremiumsEarned,14375.79,,,2025,Interim
Net Investment Income ,NetInvestmentIncome,155957.80,,,2025,Interim
Realized Unrealized Gains( Losses) ,RealizedUnrealizedGains(Losses),1185.83,,,2025,Interim
Other Revenue Total ,OtherRevenueTotal,321.75,,,2025,Interim
Total Revenue ,TotalRevenue,31479.15,,,2025,Interim
Losses Benefitsand Adjustments Total ,LossesBenefitsandAdjustmentsTotal,11469.96,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,4713.98,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,267.01,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),1698.73,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1771.46,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,19921.14,,,2025,Interim
Operating Income ,OperatingIncome,11558.01,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-5589.60,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,5968.41,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1759.13,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,4209.28,,,2025,Interim
Minority Interest ,MinorityInterest,-2071.58,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2137.70,,,2025,Interim
Net Income ,NetIncome,2137.70,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2137.70,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2137.70,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,2137.70,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,160.73,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.30,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,20.75,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
