displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,493.23,,,2020,Annual
Cash Equivalents ,CashEquivalents,1902.29,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,2.22,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3453.38,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1297.56,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2169.02,,,2020,Annual
Goodwill Net ,GoodwillNet,689.34,,,2020,Annual
Intangibles Net ,IntangiblesNet,364.71,,,2020,Annual
Long Term Investments ,LongTermInvestments,233601.05,,,2020,Annual
Insurance Receivables ,InsuranceReceivables,2657.81,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1876.55,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1015.18,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,6612.79,,,2020,Annual
Total Assets ,TotalAssets,251384.19,,,2020,Annual
Accounts Payable ,AccountsPayable,2720.48,,,2020,Annual
Accrued Expenses ,AccruedExpenses,25.87,,,2020,Annual
Policy Liabilities ,PolicyLiabilities,1218.41,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,24769.45,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,26320.80,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1245.09,,,2020,Annual
Long Term Debt ,LongTermDebt,75516.13,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,605.65,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,76121.78,,,2020,Annual
Total Debt ,TotalDebt,127212.03,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,80.04,,,2020,Annual
Minority Interest ,MinorityInterest,19560.15,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,68020.87,,,2020,Annual
Total Liabilities ,TotalLiabilities,220082.94,,,2020,Annual
Common Stock Total ,CommonStockTotal,79.57,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9355.72,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),22132.44,,,2020,Annual
Treasury Stock- Common ,TreasuryStock-Common,-200.17,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),-36.40,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-29.91,,,2020,Annual
Total Equity ,TotalEquity,31301.25,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,251384.19,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,159.14,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,190.07,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
