displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,4998.64,,,2024,Annual
Cash Equivalents ,CashEquivalents,766.38,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,1.34,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,6290.03,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2544.91,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3827.24,,,2024,Annual
Goodwill Net ,GoodwillNet,689.34,,,2024,Annual
Intangibles Net ,IntangiblesNet,1128.71,,,2024,Annual
Long Term Investments ,LongTermInvestments,495156.89,,,2024,Annual
Insurance Receivables ,InsuranceReceivables,5973.86,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,14666.47,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7649.81,,,2024,Annual
Other Assets Total ,OtherAssetsTotal,3070.95,,,2024,Annual
Total Assets ,TotalAssets,537929.63,,,2024,Annual
Accounts Payable ,AccountsPayable,3969.45,,,2024,Annual
Accrued Expenses ,AccruedExpenses,103.43,,,2024,Annual
Policy Liabilities ,PolicyLiabilities,2307.97,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,88724.64,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,43447.54,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,3502.74,,,2024,Annual
Long Term Debt ,LongTermDebt,155426.65,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1333.79,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,156760.44,,,2024,Annual
Total Debt ,TotalDebt,288932.62,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,514.49,,,2024,Annual
Minority Interest ,MinorityInterest,43447.21,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,134823.08,,,2024,Annual
Total Liabilities ,TotalLiabilities,477600.99,,,2024,Annual
Common Stock Total ,CommonStockTotal,159.41,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,14399.65,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),44857.34,,,2024,Annual
Treasury Stock- Common ,TreasuryStock-Common,-104.31,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),534.83,,,2024,Annual
Other Equity Total ,OtherEquityTotal,481.72,,,2024,Annual
Total Equity ,TotalEquity,60328.64,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,537929.63,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,159.26,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,367.40,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
