tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003036,Bajaj Finserv,Bonus issue of equity shares in the ratio of 1:1 of Re. 1/-.,2022-09-14,2022-09-13,2022-09-13,2022-07-28
