displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Total Premiums Earned ,TotalPremiumsEarned,16254.77,,,2024,Interim
Net Investment Income ,NetInvestmentIncome,146718.40,,,2024,Interim
Realized Unrealized Gains( Losses) ,RealizedUnrealizedGains(Losses),-609.93,,,2024,Interim
Other Revenue Total ,OtherRevenueTotal,187.22,,,2024,Interim
Total Revenue ,TotalRevenue,30503.90,,,2024,Interim
Losses Benefitsand Adjustments Total ,LossesBenefitsandAdjustmentsTotal,13175.47,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,4909.56,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,256.91,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),1301.85,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1707.79,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,21351.58,,,2024,Interim
Operating Income ,OperatingIncome,9152.32,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-3588.97,,,2024,Interim
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-12.41,,,2024,Interim
Other Net ,OtherNet,-24.40,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,5526.54,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1441.61,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,4084.93,,,2024,Interim
Minority Interest ,MinorityInterest,-1966.40,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2118.53,,,2024,Interim
Net Income ,NetIncome,2118.53,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2118.53,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2118.53,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2118.53,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,162.26,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.06,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,1.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,19.04,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
