displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Total Premiums Earned ,TotalPremiumsEarned,27261.03,,,2020,Annual
Net Investment Income ,NetInvestmentIncome,265652.10,,,2020,Annual
Realized Unrealized Gains( Losses) ,RealizedUnrealizedGains(Losses),333.37,,,2020,Annual
Other Revenue Total ,OtherRevenueTotal,187.69,,,2020,Annual
Total Revenue ,TotalRevenue,54347.30,,,2020,Annual
Losses Benefitsand Adjustments Total ,LossesBenefitsandAdjustmentsTotal,21386.71,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,10249.61,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,455.98,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),4120.37,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,495.10,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,36707.77,,,2020,Annual
Operating Income ,OperatingIncome,17639.53,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-9331.28,,,2020,Annual
Other Net ,OtherNet,-6.59,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,8301.66,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2308.06,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,5993.60,,,2020,Annual
Minority Interest ,MinorityInterest,-2624.47,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3369.13,,,2020,Annual
Net Income ,NetIncome,3369.13,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3369.13,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3369.13,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,3369.13,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,15.92,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,211.66,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,398.55,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
