tickerId,companyName,remarks,boardMeetDate,purpose
S0003036,Bajaj Finserv,,2025-04-29,Audited Results & Final Dividend
S0003036,Bajaj Finserv,,2025-01-30,Quarterly Results
S0003036,Bajaj Finserv,,2024-10-23,Quarterly Results
S0003036,Bajaj Finserv,,2024-07-24,Quarterly Results
S0003036,Bajaj Finserv,,2024-04-26,Audited Results & Final Dividend
S0003036,Bajaj Finserv,,2024-01-30,Quarterly Results
S0003036,Bajaj Finserv,,2023-10-27,Quarterly Results
S0003036,Bajaj Finserv,,2023-07-27,Quarterly Results
S0003036,Bajaj Finserv,,2023-04-27,Audited Results & Final Dividend
S0003036,Bajaj Finserv,,2023-01-30,Quarterly Results
S0003036,Bajaj Finserv,,2022-10-21,Quarterly Results
S0003036,Bajaj Finserv,,2022-07-28,"Quarterly Results, Bonus & Stock Split"
S0003036,Bajaj Finserv,,2022-04-28,Audited Results & Dividend
S0003036,Bajaj Finserv,,2022-01-20,Quarterly Results
S0003036,Bajaj Finserv,,2021-10-28,Quarterly Results
S0003036,Bajaj Finserv,,2021-07-21,Quarterly Results
S0003036,Bajaj Finserv,,2021-04-28,Audited Results & Dividend
S0003036,Bajaj Finserv,,2021-01-20,Quarterly Results
