Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,66,84,41,66,12,63,7
ThirtyDaysAgo,INR,66,84,41,66,12,64,7
SixtyDaysAgo,INR,73,84,62,72,7,72,6
NinetyDaysAgo,INR,73,84,62,72,8,72,6
OneWeekAgo,INR,83,104,64,87,11,81,7
ThirtyDaysAgo,INR,83,104,64,87,11,81,7
SixtyDaysAgo,INR,91,104,79,89,9,90,6
NinetyDaysAgo,INR,91,107,79,89,10,91,6
OneWeekAgo,INR,102,113,82,112,14,103,3
ThirtyDaysAgo,INR,102,113,82,112,14,103,3
