Date,Price on NSE
2024-06-06,1526.45
2024-06-07,1567.7
2024-06-10,1565.8
2024-06-11,1568.25
2024-06-12,1579.1
2024-06-13,1590.1
2024-06-14,1591.75
2024-06-18,1597.95
2024-06-19,1594.9
2024-06-20,1586.0
2024-06-21,1578.9
2024-06-24,1587.65
2024-06-25,1603.35
2024-06-26,1600.25
2024-06-27,1603.1
2024-06-28,1588.15
2024-07-01,1580.2
2024-07-02,1579.75
2024-07-03,1594.15
2024-07-04,1585.7
2024-07-05,1579.6
2024-07-08,1570.1
2024-07-09,1581.6
2024-07-10,1582.55
2024-07-11,1587.85
2024-07-12,1597.25
2024-07-15,1602.2
2024-07-16,1609.55
2024-07-18,1651.25
2024-07-19,1640.25
2024-07-22,1631.15
2024-07-23,1618.85
2024-07-24,1579.25
2024-07-25,1571.95
2024-07-26,1586.45
2024-07-29,1617.15
2024-07-30,1642.65
2024-07-31,1651.65
2024-08-01,1634.8
2024-08-02,1623.45
2024-08-05,1567.7
2024-08-06,1564.1
2024-08-07,1571.4
2024-08-08,1540.05
2024-08-09,1560.2
2024-08-12,1559.0
2024-08-13,1543.35
2024-08-14,1529.15
2024-08-16,1549.9
2024-08-19,1551.1
2024-08-20,1602.1
2024-08-21,1620.95
2024-08-22,1625.7
2024-08-23,1639.9
2024-08-26,1686.2
2024-08-27,1719.0
2024-08-28,1713.5
2024-08-29,1755.65
2024-08-30,1783.05
2024-09-02,1840.55
2024-09-03,1865.6
2024-09-04,1871.9
2024-09-05,1864.95
2024-09-06,1857.15
2024-09-09,1860.45
2024-09-10,1824.5
2024-09-11,1833.15
2024-09-12,1854.85
2024-09-13,1894.45
2024-09-16,1857.6
2024-09-17,1848.7
2024-09-18,1888.2
2024-09-19,1890.4
2024-09-20,1916.8
2024-09-23,1919.95
2024-09-24,1904.65
2024-09-25,1928.5
2024-09-26,1982.8
2024-09-27,2010.7
2024-09-30,1973.4
2024-10-01,1975.25
2024-10-03,1913.4
2024-10-04,1884.55
2024-10-07,1879.3
2024-10-08,1838.15
2024-10-09,1866.95
2024-10-10,1875.7
2024-10-11,1876.4
2024-10-14,1867.2
2024-10-15,1853.95
2024-10-16,1862.05
2024-10-17,1815.8
2024-10-18,1819.9
2024-10-21,1758.4
2024-10-22,1722.6
2024-10-23,1739.7
2024-10-24,1742.1
2024-10-25,1707.4
2024-10-28,1730.45
2024-10-29,1766.7
2024-10-30,1752.45
2024-10-31,1750.75
2024-11-01,1754.7
2024-11-04,1712.5
2024-11-05,1735.65
2024-11-06,1748.7
2024-11-07,1729.7
2024-11-08,1739.75
2024-11-11,1717.45
2024-11-12,1691.75
2024-11-13,1664.45
2024-11-14,1639.8
2024-11-18,1616.0
2024-11-19,1596.35
2024-11-21,1569.25
2024-11-22,1600.85
2024-11-25,1604.9
2024-11-26,1594.4
2024-11-27,1600.05
2024-11-28,1575.05
2024-11-29,1579.95
2024-12-02,1596.65
2024-12-03,1607.1
2024-12-04,1628.1
2024-12-05,1644.1
2024-12-06,1635.2
2024-12-09,1637.05
2024-12-10,1663.4
2024-12-11,1686.5
2024-12-12,1679.3
2024-12-13,1679.7
2024-12-16,1673.65
2024-12-17,1643.15
2024-12-18,1630.75
2024-12-19,1589.55
2024-12-20,1569.65
2024-12-23,1563.4
2024-12-24,1564.55
2024-12-26,1559.3
2024-12-27,1579.3
2024-12-30,1576.7
2024-12-31,1568.1
2025-01-01,1576.4
2025-01-02,1700.65
2025-01-03,1701.1
2025-01-06,1684.6
2025-01-07,1682.75
2025-01-08,1697.0
2025-01-09,1690.3
2025-01-10,1701.25
2025-01-13,1674.15
2025-01-14,1713.5
2025-01-15,1671.65
2025-01-16,1697.35
2025-01-17,1680.65
2025-01-20,1735.2
2025-01-21,1717.0
2025-01-22,1743.3
2025-01-23,1746.15
2025-01-24,1728.7
2025-01-27,1711.6
2025-01-28,1768.95
2025-01-29,1790.4
2025-01-30,1745.2
2025-01-31,1736.1
2025-02-01,1754.0
2025-02-03,1794.85
2025-02-04,1813.25
2025-02-05,1796.75
2025-02-06,1788.0
2025-02-07,1798.35
2025-02-10,1792.4
2025-02-11,1744.85
2025-02-12,1788.7
2025-02-13,1849.25
2025-02-14,1841.3
2025-02-17,1894.85
2025-02-18,1893.7
2025-02-19,1875.35
2025-02-20,1881.25
2025-02-21,1879.35
2025-02-24,1857.8
2025-02-25,1875.1
2025-02-27,1925.55
2025-02-28,1872.3
2025-03-03,1838.55
2025-03-04,1790.3
2025-03-05,1801.8
2025-03-06,1845.45
2025-03-07,1845.3
2025-03-10,1840.35
2025-03-11,1805.4
2025-03-12,1819.45
2025-03-13,1807.45
2025-03-17,1871.6
2025-03-18,1844.65
2025-03-19,1842.25
2025-03-20,1851.85
2025-03-21,1847.25
2025-03-24,1894.15
2025-03-25,1945.05
2025-03-26,1943.4
2025-03-27,2005.75
2025-03-28,2007.35
2025-04-01,1937.1
2025-04-02,1930.95
2025-04-03,1920.45
2025-04-04,1912.3
2025-04-07,1852.65
2025-04-08,1903.2
2025-04-09,1895.7
2025-04-11,1946.3
2025-04-15,1968.0
2025-04-16,1969.2
2025-04-17,2035.3
2025-04-21,2103.5
2025-04-22,2077.0
2025-04-23,2100.8
2025-04-24,2105.0
2025-04-25,2045.5
2025-04-28,2049.7
2025-04-29,2066.9
2025-04-30,1951.6
2025-05-02,1958.0
2025-05-05,2026.2
2025-05-06,2035.8
2025-05-07,2030.3
2025-05-08,2006.0
2025-05-09,1970.0
2025-05-12,2050.4
2025-05-13,2018.2
2025-05-14,2020.4
2025-05-15,2041.9
2025-05-16,2033.6
2025-05-19,2038.3
2025-05-20,2005.1
2025-05-21,2037.3
2025-05-22,2001.0
2025-05-23,2036.5
2025-05-26,2052.6
2025-05-27,2029.9
2025-05-28,2022.4
2025-05-29,2010.9
2025-05-30,2017.4
2025-06-02,2029.0
2025-06-03,1991.9
2025-06-04,1956.1
2025-06-05,1944.0
2025-06-06,1990.0
