tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003036,Bajaj Finserv,,2025-04-29,,2025-07-25,AGM
S0003036,Bajaj Finserv,,2025-04-21,,2025-05-19,POM
S0003036,Bajaj Finserv,,2024-04-26,,2024-07-24,AGM
S0003036,Bajaj Finserv,(POM date Revised),2024-02-22,,2024-03-27,POM
S0003036,Bajaj Finserv,,2023-11-09,,2023-12-09,POM
S0003036,Bajaj Finserv,,2023-04-27,,2023-07-27,AGM
S0003036,Bajaj Finserv,,2022-04-28,,2022-07-28,AGM
S0003036,Bajaj Finserv,,2022-05-24,,2022-06-24,POM
S0003036,Bajaj Finserv,,2021-04-28,,2021-07-21,AGM
