Date,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs
2022-03-01,18862.0,12769.0,6093.0,32.0,0.0,2481.0,149.0,3462.0,27.0,2534.0,8.46
2022-06-01,15888.0,9573.0,6315.0,40.0,0.0,2564.0,157.0,3594.0,28.0,2578.0,8.23
2022-09-01,20803.0,13416.0,7387.0,36.0,0.0,2961.0,168.0,4258.0,30.0,2997.0,9.77
2022-12-01,21755.0,13924.0,7831.0,36.0,0.0,3241.0,172.0,4419.0,25.0,3300.0,11.19
2023-03-01,23625.0,15470.0,8154.0,35.0,2.0,3436.0,181.0,4540.0,27.0,3335.0,11.11
2023-06-01,23280.0,13935.0,9345.0,40.0,3.0,4020.0,202.0,5125.0,28.0,3709.0,12.2
2023-09-01,26023.0,16073.0,9950.0,38.0,0.0,4449.0,209.0,5292.0,29.0,3756.0,12.09
2023-12-01,29038.0,18601.0,10438.0,36.0,2.0,4777.0,232.0,5431.0,26.0,4045.0,13.52
2024-03-01,32041.0,21108.0,10933.0,34.0,4.0,5154.0,257.0,5527.0,26.0,4085.0,13.28
2024-06-01,31480.0,19655.0,11825.0,38.0,3.0,5592.0,267.0,5968.0,29.0,4209.0,13.39
2024-09-01,33704.0,21420.0,12283.0,36.0,3.0,6046.0,275.0,5966.0,30.0,4180.0,13.07
2024-12-01,32042.0,19669.0,12373.0,39.0,3.0,6276.0,288.0,5812.0,24.0,4412.0,13.97
2025-03-01,36595.0,23868.0,12728.0,35.0,10.0,6396.0,339.0,6002.0,21.0,4756.0,15.14
