tickerId,companyName,remarks,recordDate,xsDate,oldFaceValue,newFaceValue,sortDate
S0003036,Bajaj Finserv,Stock split from Rs. 5/- to Re. 1/-.,2022-09-14,2022-09-13,5,1,2022-09-13
