displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2065.08,,,2021,Annual
Cash Equivalents ,CashEquivalents,890.01,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,2.17,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3584.64,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1531.11,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2103.10,,,2021,Annual
Goodwill Net ,GoodwillNet,689.34,,,2021,Annual
Intangibles Net ,IntangiblesNet,478.78,,,2021,Annual
Long Term Investments ,LongTermInvestments,260794.05,,,2021,Annual
Insurance Receivables ,InsuranceReceivables,2512.12,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2010.11,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1401.30,,,2021,Annual
Other Assets Total ,OtherAssetsTotal,7218.26,,,2021,Annual
Total Assets ,TotalAssets,280164.32,,,2021,Annual
Accounts Payable ,AccountsPayable,2425.02,,,2021,Annual
Accrued Expenses ,AccruedExpenses,29.19,,,2021,Annual
Policy Liabilities ,PolicyLiabilities,1752.97,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,34614.77,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,17767.58,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2185.00,,,2021,Annual
Long Term Debt ,LongTermDebt,75530.66,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,547.84,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,76078.50,,,2021,Annual
Total Debt ,TotalDebt,128460.85,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,319.61,,,2021,Annual
Minority Interest ,MinorityInterest,22463.98,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,86697.70,,,2021,Annual
Total Liabilities ,TotalLiabilities,244334.32,,,2021,Annual
Common Stock Total ,CommonStockTotal,79.57,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9425.19,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),26571.58,,,2021,Annual
Treasury Stock- Common ,TreasuryStock-Common,-184.22,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),-24.32,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-37.80,,,2021,Annual
Total Equity ,TotalEquity,35830.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,280164.32,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,159.14,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,217.81,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
