CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-26T04:36:00,Actual,INR,50.7,2024-04-26T04:36:00,-4.63,53.16,-0.28,6,,,,,,
3,2025,2025,2025-04-29T11:05:00,Actual,INR,55.0,2025-04-29T11:05:00,-6.44,58.79,-0.74,6,,,,,,
3,2026,2026,,Estimate,INR,,,,,,8,66.0,84.0,41.0,65.0,11.0,63.0
3,2027,2027,,Estimate,INR,,,,,,8,83.0,104.0,64.0,84.0,11.0,81.0
3,2028,2028,,Estimate,INR,,,,,,3,102.0,113.0,82.0,112.0,14.0,103.0
