displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,14.30
Gross Margin - 5 year average,grossMargin5YearAverage,73.64
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),14.30
Operating Margin - 5 year average,operatingMargin5YearAverage,13.40
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,10.40
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,76.48
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,10.40
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,9.18
Pretax Margin - 5 year average,pretaxMargin5YearAverage,12.08
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,6.01
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,12.94
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,12.94
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,5.95
Gross Margin - trailing 12 month,grossMarginTrailing12Month,76.48
