displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,10070.40
Revenue - trailing 12 month,revenueTrailing12Month),77827.50
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,7742.10
EBITD - trailing 12 month,eBITDTrailing12Month,15879.40
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,7742.10
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,11.12
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,77827.50
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,8460.15
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,10070.40
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,10963.80
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,15879.40
