displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,6.88
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,7.69
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,6.00
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,11.02
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,7.69
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,6.00
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,15.33
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),15.33
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,4.60
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,9.34
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,11.02
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.58
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.58
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),9.34
Return on investment - 5 year average,returnOnInvestment5YearAverage,5.82
