displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,6297.63,,,2023,Annual
Total Revenue ,TotalRevenue,6297.63,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,1679.48,,,2023,Annual
Gross Profit ,GrossProfit,4618.15,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3504.95,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,315.74,,,2023,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-73.18,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,11.43,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,5438.42,,,2023,Annual
Operating Income ,OperatingIncome,859.22,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-51.12,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,16.91,,,2023,Annual
Other Net ,OtherNet,-11.33,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,813.68,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,180.70,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,632.98,,,2023,Annual
Minority Interest ,MinorityInterest,-44.25,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,588.73,,,2023,Annual
Net Income ,NetIncome,588.73,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,588.73,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,588.73,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,588.73,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,75.50,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,7.80,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,1.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,6.87,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
