title,link,date
"Shareholder Meeting / Postal Ballot-Scrutinizer""s Report 1d",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b64880a-a698-4f78-abb1-134b2ac2b1cc.pdf,1d
Shareholder Meeting / Postal Ballot-Outcome of EGM 1d,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5be88f51-9c10-486f-8b71-730d86cd059e.pdf,1d
Announcement under Regulation 30 (LODR)-Newspaper Publication 7 May - Newspaper Advertisement regarding Corrigendum to the Notice of EGM.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c5ede65c-b06e-4a60-9718-7795fed074f2.pdf,7 May - Newspaper Advertisement regarding Corrigendum to the Notice of EGM.
"Corrigendum To The Extra Ordinary General Meeting To Be Held On May 15, 2025 5 May - Corrigendum issued correcting equity holding % and adding no wilful defaulter disclosure for EGM notice.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1209551-c0fc-42e0-81c0-3dd324badb35.pdf,5 May - Corrigendum issued correcting equity holding % and adding no wilful defaulter disclosure for EGM notice.
"Announcement under Regulation 30 (LODR)-Earnings Call Transcript 5 May - Transcript of Earnings Call pertaining the Audited Financial Results of the Company for the quarter and year ended 31st March, 2025.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=31fe38b1-102f-4292-80b7-b424a47719c9.pdf,"5 May - Transcript of Earnings Call pertaining the Audited Financial Results of the Company for the quarter and year ended 31st March, 2025."
