displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,170634.50
Revenue - trailing 12 month,revenueTrailing12Month),8593627.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,135978.40
EBITD - trailing 12 month,eBITDTrailing12Month,362089.30
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,135978.40
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,9.11
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,8593627.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,122903.10
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,170634.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,154454.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,362105.10
