Date,50 DMA
2024-06-06,165.02
2024-06-07,164.99
2024-06-10,165.0
2024-06-11,165.1
2024-06-12,165.25
2024-06-13,165.4
2024-06-14,165.59
2024-06-18,165.75
2024-06-19,165.79
2024-06-20,165.91
2024-06-21,165.94
2024-06-24,165.95
2024-06-25,165.89
2024-06-26,165.83
2024-06-27,165.74
2024-06-28,165.74
2024-07-01,165.81
2024-07-02,165.91
2024-07-03,166.04
2024-07-04,166.2
2024-07-05,166.4
2024-07-08,166.55
2024-07-09,166.75
2024-07-10,166.95
2024-07-11,167.24
2024-07-12,167.24
2024-07-15,167.33
2024-07-16,167.47
2024-07-18,167.55
2024-07-19,167.47
2024-07-22,167.5
2024-07-23,167.43
2024-07-24,167.48
2024-07-25,167.85
2024-07-26,168.19
2024-07-29,168.67
2024-07-30,169.23
2024-07-31,169.72
2024-08-01,170.11
2024-08-02,170.39
2024-08-05,170.4
2024-08-06,170.27
2024-08-07,170.34
2024-08-08,170.34
2024-08-09,170.29
2024-08-12,170.25
2024-08-13,170.01
2024-08-14,169.76
2024-08-16,169.66
2024-08-19,169.68
2024-08-20,169.78
2024-08-21,169.94
2024-08-22,170.09
2024-08-23,170.21
2024-08-26,170.34
2024-08-27,170.45
2024-08-28,170.58
2024-08-29,170.82
2024-08-30,171.07
2024-09-02,171.37
2024-09-03,171.55
2024-09-04,171.77
2024-09-05,172.14
2024-09-06,172.32
2024-09-09,172.44
2024-09-10,172.56
2024-09-11,172.45
2024-09-12,172.48
2024-09-13,172.51
2024-09-16,172.48
2024-09-17,172.4
2024-09-18,172.25
2024-09-19,171.97
2024-09-20,171.77
2024-09-23,171.69
2024-09-24,171.62
2024-09-25,171.55
2024-09-26,171.54
2024-09-27,171.88
2024-09-30,172.2
2024-10-01,172.47
2024-10-03,172.43
2024-10-04,172.28
2024-10-07,171.9
2024-10-08,171.6
2024-10-09,171.33
2024-10-10,171.06
2024-10-11,170.75
2024-10-14,170.54
2024-10-15,170.44
2024-10-16,170.36
2024-10-17,170.12
2024-10-18,169.94
2024-10-21,169.55
2024-10-22,168.99
2024-10-23,168.36
2024-10-24,167.77
2024-10-25,166.93
2024-10-28,166.15
2024-10-29,165.28
2024-10-30,164.43
2024-10-31,163.57
2024-11-01,162.84
2024-11-04,161.9
2024-11-05,161.08
2024-11-06,160.43
2024-11-07,159.79
2024-11-08,159.03
2024-11-11,158.26
2024-11-12,157.5
2024-11-13,156.65
2024-11-14,155.8
2024-11-18,154.95
2024-11-19,154.09
2024-11-21,153.17
2024-11-22,152.37
2024-11-25,151.74
2024-11-26,151.16
2024-11-27,150.68
2024-11-28,150.18
2024-11-29,149.72
2024-12-02,149.25
2024-12-03,148.87
2024-12-04,148.52
2024-12-05,148.16
2024-12-06,147.92
2024-12-09,147.7
2024-12-10,147.53
2024-12-11,147.36
2024-12-12,147.13
2024-12-13,147.02
2024-12-16,146.87
2024-12-17,146.61
2024-12-18,146.22
2024-12-19,145.96
2024-12-20,145.62
2024-12-23,145.31
2024-12-24,145.03
2024-12-26,144.75
2024-12-27,144.42
2024-12-30,144.03
2024-12-31,143.73
2025-01-01,143.47
2025-01-02,143.26
2025-01-03,143.05
2025-01-06,142.66
2025-01-07,142.33
2025-01-08,142.03
2025-01-09,141.64
2025-01-10,141.2
2025-01-13,140.44
2025-01-14,139.9
2025-01-15,139.39
2025-01-16,138.91
2025-01-17,138.49
2025-01-20,138.17
2025-01-21,137.89
2025-01-22,137.61
2025-01-23,137.3
2025-01-24,136.95
2025-01-27,136.44
2025-01-28,135.9
2025-01-29,135.42
2025-01-30,135.09
2025-01-31,134.84
2025-02-01,134.47
2025-02-03,133.94
2025-02-04,133.57
2025-02-05,133.29
2025-02-06,133.0
2025-02-07,132.69
2025-02-10,132.32
2025-02-11,131.85
2025-02-12,131.4
2025-02-13,130.96
2025-02-14,130.42
2025-02-17,129.95
2025-02-18,129.52
2025-02-19,129.15
2025-02-20,128.9
2025-02-21,128.6
2025-02-24,128.27
2025-02-25,127.89
2025-02-27,127.44
2025-02-28,126.9
2025-03-03,126.41
2025-03-04,126.08
2025-03-05,125.93
2025-03-06,125.93
2025-03-07,125.89
2025-03-10,125.72
2025-03-11,125.68
2025-03-12,125.67
2025-03-13,125.67
2025-03-17,125.61
2025-03-18,125.59
2025-03-19,125.67
2025-03-20,125.81
2025-03-21,126.04
2025-03-24,126.34
2025-03-25,126.52
2025-03-26,126.62
2025-03-27,126.77
2025-03-28,126.8
2025-04-01,126.98
2025-04-02,127.15
2025-04-03,127.3
2025-04-04,127.41
2025-04-07,127.44
2025-04-08,127.58
2025-04-09,127.74
2025-04-11,127.9
2025-04-15,128.09
2025-04-16,128.32
2025-04-17,128.55
2025-04-21,128.95
2025-04-22,129.32
2025-04-23,129.64
2025-04-24,129.99
2025-04-25,130.17
2025-04-28,130.42
2025-04-29,130.63
2025-04-30,130.91
2025-05-02,131.4
2025-05-05,132.07
2025-05-06,132.54
2025-05-07,133.01
2025-05-08,133.32
2025-05-09,133.58
2025-05-12,133.93
2025-05-13,134.23
2025-05-14,134.59
2025-05-15,135.0
2025-05-16,135.38
2025-05-19,135.75
2025-05-20,135.99
2025-05-21,136.28
2025-05-22,136.55
2025-05-23,136.85
2025-05-26,137.11
2025-05-27,137.36
2025-05-28,137.63
2025-05-29,137.87
2025-05-30,138.03
2025-06-02,138.24
2025-06-03,138.35
2025-06-04,138.44
2025-06-05,138.47
2025-06-06,138.56
