displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,736730.84,,,2022,Annual
Total Revenue ,TotalRevenue,736730.84,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,661088.32,,,2022,Annual
Gross Profit ,GrossProfit,75642.52,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,24404.36,,,2022,Annual
Research Development ,ResearchDevelopment,1817.20,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,12276.73,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-272.23,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,570.08,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,699884.46,,,2022,Annual
Operating Income ,OperatingIncome,36846.38,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1939.65,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,11.97,,,2022,Annual
Other Net ,OtherNet,-630.08,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,34288.62,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,8562.02,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,25726.60,,,2022,Annual
Minority Interest ,MinorityInterest,-624.37,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,25102.23,,,2022,Annual
Net Income ,NetIncome,25102.23,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,25102.23,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,25102.23,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,25102.23,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1377.15,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,18.23,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.40,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,18.12,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
