tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003056,Indian Oil Corp,Bonus issue in the ratio of 1:2 of Rs. 10/--.,2022-07-01,2022-06-30,2022-06-30,2022-05-17
