CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-30T05:22:00,Actual,INR,30.3,2024-04-30T05:22:00,-8.08,32.96,-0.74,19,,,,,,
3,2025,2025,2025-04-30T05:20:00,Actual,INR,8.54,2025-04-30T05:20:00,-3.64,8.86,-0.07,20,,,,,,
3,2026,2026,,Estimate,INR,,,,,,20,14.0,21.0,8.0,13.0,3.0,13.0
3,2027,2027,,Estimate,INR,,,,,,19,16.0,23.0,10.0,16.0,3.0,15.0
3,2028,2028,,Estimate,INR,,,,,,7,18.0,27.0,14.0,16.0,4.0,18.0
