Date,Price on NSE
2024-06-06,163.6
2024-06-07,164.2
2024-06-10,165.21
2024-06-11,167.68
2024-06-12,168.84
2024-06-13,168.95
2024-06-14,170.36
2024-06-18,169.59
2024-06-19,166.75
2024-06-20,168.97
2024-06-21,166.62
2024-06-24,166.3
2024-06-25,164.37
2024-06-26,164.27
2024-06-27,163.58
2024-06-28,165.63
2024-07-01,167.66
2024-07-02,168.3
2024-07-03,169.31
2024-07-04,170.17
2024-07-05,171.28
2024-07-08,170.07
2024-07-09,171.67
2024-07-10,171.9
2024-07-11,174.44
2024-07-12,167.04
2024-07-15,169.7
2024-07-16,170.74
2024-07-18,169.61
2024-07-19,165.49
2024-07-22,168.19
2024-07-23,165.82
2024-07-24,168.79
2024-07-25,176.85
2024-07-26,176.55
2024-07-29,180.39
2024-07-30,182.95
2024-07-31,181.67
2024-08-01,179.73
2024-08-02,177.29
2024-08-05,170.59
2024-08-06,167.01
2024-08-07,172.22
2024-08-08,170.23
2024-08-09,169.09
2024-08-12,169.16
2024-08-13,164.12
2024-08-14,163.74
2024-08-16,167.17
2024-08-19,170.08
2024-08-20,172.23
2024-08-21,173.89
2024-08-22,173.79
2024-08-23,173.13
2024-08-26,173.46
2024-08-27,173.25
2024-08-28,173.75
2024-08-29,176.84
2024-08-30,176.97
2024-09-02,178.73
2024-09-03,176.13
2024-09-04,177.03
2024-09-05,181.34
2024-09-06,176.64
2024-09-09,175.34
2024-09-10,175.55
2024-09-11,169.74
2024-09-12,173.26
2024-09-13,173.19
2024-09-16,171.82
2024-09-17,170.51
2024-09-18,168.45
2024-09-19,165.04
2024-09-20,167.05
2024-09-23,169.73
2024-09-24,169.89
2024-09-25,169.82
2024-09-26,171.36
2024-09-27,180.01
2024-09-30,180.15
2024-10-01,179.06
2024-10-03,171.33
2024-10-04,168.65
2024-10-07,162.74
2024-10-08,164.24
2024-10-09,164.74
2024-10-10,164.39
2024-10-11,163.15
2024-10-14,165.47
2024-10-15,167.93
2024-10-16,168.39
2024-10-17,164.28
2024-10-18,165.35
2024-10-21,160.12
2024-10-22,155.31
2024-10-23,152.94
2024-10-24,153.27
2024-10-25,146.31
2024-10-28,147.02
2024-10-29,144.12
2024-10-30,143.4
2024-10-31,142.62
2024-11-01,144.99
2024-11-04,138.93
2024-11-05,140.8
2024-11-06,144.61
2024-11-07,144.15
2024-11-08,140.34
2024-11-11,139.43
2024-11-12,138.79
2024-11-13,135.99
2024-11-14,134.76
2024-11-18,134.14
2024-11-19,133.12
2024-11-21,130.71
2024-11-22,132.61
2024-11-25,136.4
2024-11-26,136.96
2024-11-27,139.0
2024-11-28,137.75
2024-11-29,138.63
2024-12-02,137.65
2024-12-03,139.51
2024-12-04,139.86
2024-12-05,139.44
2024-12-06,141.96
2024-12-09,142.33
2024-12-10,143.54
2024-12-11,143.19
2024-12-12,141.48
2024-12-13,144.24
2024-12-16,143.16
2024-12-17,140.32
2024-12-18,136.71
2024-12-19,139.62
2024-12-20,137.08
2024-12-23,137.78
2024-12-24,138.27
2024-12-26,137.85
2024-12-27,136.25
2024-12-30,134.61
2024-12-31,136.41
2025-01-01,137.04
2025-01-02,137.96
2025-01-03,138.14
2025-01-06,132.88
2025-01-07,134.33
2025-01-08,134.6
2025-01-09,132.2
2025-01-10,130.28
2025-01-13,121.99
2025-01-14,126.63
2025-01-15,126.95
2025-01-16,127.1
2025-01-17,128.07
2025-01-20,130.5
2025-01-21,131.08
2025-01-22,130.52
2025-01-23,129.83
2025-01-24,128.26
2025-01-27,124.17
2025-01-28,122.58
2025-01-29,123.64
2025-01-30,127.12
2025-01-31,128.49
2025-02-01,125.42
2025-02-03,120.96
2025-02-04,124.46
2025-02-05,126.43
2025-02-06,126.02
2025-02-07,125.11
2025-02-10,123.18
2025-02-11,120.47
2025-02-12,120.42
2025-02-13,120.08
2025-02-14,117.25
2025-02-17,118.45
2025-02-18,119.0
2025-02-19,119.87
2025-02-20,122.79
2025-02-21,121.33
2025-02-24,120.22
2025-02-25,118.65
2025-02-27,116.42
2025-02-28,113.49
2025-03-03,114.56
2025-03-04,118.04
2025-03-05,122.25
2025-03-06,125.84
2025-03-07,124.84
2025-03-10,121.59
2025-03-11,124.82
2025-03-12,125.29
2025-03-13,125.67
2025-03-17,124.11
2025-03-18,125.15
2025-03-19,127.75
2025-03-20,129.21
2025-03-21,131.51
2025-03-24,133.67
2025-03-25,131.03
2025-03-26,129.09
2025-03-27,130.36
2025-03-28,127.7
2025-04-01,131.24
2025-04-02,131.31
2025-04-03,131.06
2025-04-04,130.14
2025-04-07,128.09
2025-04-08,130.98
2025-04-09,131.62
2025-04-11,131.83
2025-04-15,132.87
2025-04-16,133.83
2025-04-17,134.3
2025-04-21,138.68
2025-04-22,138.31
2025-04-23,137.65
2025-04-24,138.39
2025-04-25,134.65
2025-04-28,136.49
2025-04-29,135.78
2025-04-30,137.86
2025-05-02,143.28
2025-05-05,148.56
2025-05-06,144.08
2025-05-07,144.49
2025-05-08,140.99
2025-05-09,139.99
2025-05-12,142.35
2025-05-13,141.69
2025-05-14,143.47
2025-05-15,145.0
2025-05-16,144.72
2025-05-19,144.69
2025-05-20,141.92
2025-05-21,143.39
2025-05-22,143.29
2025-05-23,144.06
2025-05-26,143.58
2025-05-27,143.41
2025-05-28,144.2
2025-05-29,143.7
2025-05-30,141.97
2025-06-02,143.38
2025-06-03,141.04
2025-06-04,140.67
2025-06-05,139.24
2025-06-06,140.78
