Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,14,21,8,13,3,13,20
ThirtyDaysAgo,INR,14,21,8,13,3,13,21
SixtyDaysAgo,INR,15,21,10,14,3,13,21
NinetyDaysAgo,INR,15,21,10,14,3,13,20
OneWeekAgo,INR,16,23,10,16,3,15,19
ThirtyDaysAgo,INR,16,23,10,16,3,15,20
SixtyDaysAgo,INR,17,23,9,16,3,15,20
NinetyDaysAgo,INR,17,23,9,16,3,15,19
OneWeekAgo,INR,18,27,14,16,4,18,7
ThirtyDaysAgo,INR,19,20,19,19,0,19,2
