displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,15.77
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,5.17
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,2.79
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,53.08
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,5.17
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,2.79
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,6.44
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),6.44
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,5.51
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,7.35
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,53.08
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.74
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.74
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),7.35
Return on investment - 5 year average,returnOnInvestment5YearAverage,10.36
