tickerId,companyName,remarks,boardMeetDate,purpose
S0003056,Indian Oil Corp,,2025-04-30,Audited Results & Final Dividend
S0003056,Indian Oil Corp,(Re-scheduled),2025-01-28,Quarterly Results
S0003056,Indian Oil Corp,,2025-01-27,Quarterly Results
S0003056,Indian Oil Corp,,2024-10-28,Quarterly Results
S0003056,Indian Oil Corp,,2024-07-30,Quarterly Results
S0003056,Indian Oil Corp,,2024-04-30,Audited Results & Final Dividend
S0003056,Indian Oil Corp,,2024-01-24,Quarterly Results
S0003056,Indian Oil Corp,,2023-10-31,Quarterly Results & Interim Dividend
S0003056,Indian Oil Corp,,2023-07-28,Quarterly Results
S0003056,Indian Oil Corp,,2023-07-07,Right issue of Equity Shares
S0003056,Indian Oil Corp,,2023-05-16,Audited Results & Final Dividend
S0003056,Indian Oil Corp,,2023-01-31,Quarterly Results
S0003056,Indian Oil Corp,,2022-10-29,Quarterly Results
S0003056,Indian Oil Corp,,2022-07-29,Quarterly Results
S0003056,Indian Oil Corp,,2022-05-17,"Audited Results, Dividend & Bonus issue"
S0003056,Indian Oil Corp,,2022-01-31,Quarterly Results & 2nd Interim Dividend
S0003056,Indian Oil Corp,(Revised),2021-10-30,Quarterly Results & Interim Dividend
S0003056,Indian Oil Corp,,2021-10-29,Quarterly Results
S0003056,Indian Oil Corp,,2021-07-30,Quarterly Results
S0003056,Indian Oil Corp,(Revised),2021-05-19,Audited Results & Final Dividend
S0003056,Indian Oil Corp,,2021-05-18,Audited Results & Final Dividend
S0003056,Indian Oil Corp,,2021-03-16,Interim Dividend
S0003056,Indian Oil Corp,,2021-01-29,Quarterly Results & Interim Dividend
