displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,649.84,,,2023,Annual
Cash Equivalents ,CashEquivalents,346.51,,,2023,Annual
Short Term Investments ,ShortTermInvestments,11132.71,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,12129.06,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,16399.04,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,23493.48,,,2023,Annual
Total Inventory ,TotalInventory,121107.58,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,86.66,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,2020.10,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,158836.88,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,293668.91,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-69586.78,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,224082.13,,,2023,Annual
Goodwill Net ,GoodwillNet,1.04,,,2023,Annual
Intangibles Net ,IntangiblesNet,7097.87,,,2023,Annual
Long Term Investments ,LongTermInvestments,41753.92,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7167.10,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2779.54,,,2023,Annual
Total Assets ,TotalAssets,441718.48,,,2023,Annual
Accounts Payable ,AccountsPayable,54734.13,,,2023,Annual
Accrued Expenses ,AccruedExpenses,1849.25,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,60859.35,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,18327.88,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,70878.13,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,206648.74,,,2023,Annual
Long Term Debt ,LongTermDebt,63312.94,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6476.91,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,69789.85,,,2023,Annual
Total Debt ,TotalDebt,148977.08,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,16800.42,,,2023,Annual
Minority Interest ,MinorityInterest,3494.10,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,5265.13,,,2023,Annual
Total Liabilities ,TotalLiabilities,301998.24,,,2023,Annual
Common Stock Total ,CommonStockTotal,14121.24,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,76.74,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),108931.98,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-349.68,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),15058.35,,,2023,Annual
Other Equity Total ,OtherEquityTotal,1881.61,,,2023,Annual
Total Equity ,TotalEquity,139720.24,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,441718.48,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1377.16,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,96.30,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
