Date,Portfolio Value,Returns
2024-06-07,1.0196805421723536,0.019680542172353644
2024-06-08,1.0196805421723536,0.0
2024-06-09,1.0196805421723536,0.0
2024-06-10,1.0197897853785567,0.00010713473650314495
2024-06-11,1.0220177942038862,0.0021847726436115622
2024-06-12,1.0256080715849205,0.003512930402382165
2024-06-13,1.0291816382319607,0.0034843394334033288
2024-06-14,1.031505950455244,0.0022584081729987086
2024-06-15,1.031505950455244,0.0
2024-06-16,1.031505950455244,0.0
2024-06-18,1.0314958180608338,-9.822914163265393e-06
2024-06-19,1.0240544283761173,-0.007214173392099771
2024-06-20,1.0256738056883692,0.0015813391040356466
2024-06-21,1.00878405274485,-0.01646698282616657
2024-06-22,1.00878405274485,0.0
2024-06-24,1.0085890994855498,-0.0001932556911162869
2024-06-25,1.0096158438093492,0.0010180006152388115
2024-06-26,1.0130551615110437,0.00340656074563737
2024-06-27,1.0213147885744165,0.008153185904559188
2024-06-28,1.022817037292853,0.001470896862791259
2024-06-29,1.022817037292853,0.0
2024-07-01,1.022863374066586,4.530309140689348e-05
2024-07-02,1.0195797019666388,-0.003210274395584637
2024-07-03,1.0265188771141767,0.006805917314902452
2024-07-04,1.0269102815303992,0.0003812929551991834
2024-07-05,1.0325776834695937,0.005518887132718566
2024-07-07,1.0325776834695937,0.0
2024-07-08,1.032235529557384,-0.0003313590034794576
2024-07-09,1.039047280577112,0.006599027862031536
2024-07-10,1.0389897036761766,-5.5413167438770734e-05
2024-07-11,1.040212014200633,0.0011764414220193486
2024-07-12,1.0446853279099295,0.004300386506047224
2024-07-13,1.0446853279099295,0.0
2024-07-14,1.0446853279099295,0.0
2024-07-15,1.0450941355051184,0.000391321275667545
2024-07-16,1.0478172763021136,0.002605641639811594
2024-07-17,1.0478172763021136,0.0
2024-07-18,1.0479509608775195,0.0001275838625964644
2024-07-19,1.0314701466905238,-0.015726703636203657
2024-07-21,1.0314701466905238,0.0
2024-07-22,1.0320247708995882,0.0005377026284705013
2024-07-23,1.0350875252570888,0.0029677139966618614
2024-07-24,1.0335752416563029,-0.0014610200237996564
2024-07-25,1.0366882709214502,0.0030119038650333525
2024-07-26,1.0541846397599448,0.0168771744884729
2024-07-28,1.0541846397599448,0.0
2024-07-29,1.0556722518819786,0.00141114949499968
2024-07-30,1.059205285793929,0.003346714764598369
2024-07-31,1.065079738931383,0.005546094998054237
2024-08-01,1.0675434413034093,0.002313162368949122
2024-08-02,1.0527956645419705,-0.013814685370960205
2024-08-03,1.0527956645419705,0.0
2024-08-04,1.0527956645419705,0.0
2024-08-05,1.0511085256170287,-0.0016025321738723345
2024-08-06,1.047577148406258,-0.00335966945820163
2024-08-07,1.0610496454088338,0.012860625132070138
2024-08-08,1.0507669455278443,-0.009691063868201422
2024-08-09,1.0602895581747565,0.009062535405630404
2024-08-11,1.0602895581747565,0.0
2024-08-12,1.0602755353349802,-1.3225481348995366e-05
2024-08-13,1.0518692613808305,-0.007928386229805635
2024-08-14,1.0481776276408175,-0.003509593706699742
2024-08-16,1.0646838215445542,0.015747515944304097
2024-08-17,1.0646838215445542,0.0
2024-08-18,1.0646838215445542,0.0
