Date,Portfolio Value,Returns
2024-06-07,1.0135959017530565,0.013595901753056437
2024-06-08,1.011123001442267,-0.0024397299816550093
2024-06-09,1.0109549505606419,-0.00016620221415723113
2024-06-10,1.0083899977711286,-0.002537158345276226
2024-06-11,1.0090063807275493,0.0006112545322575212
2024-06-12,1.0104243310251437,0.0014052936876095927
2024-06-13,1.01189802427022,0.0014584894680645202
2024-06-14,1.0133664281588945,0.0014511382110201775
2024-06-15,1.0114632431638872,-0.0018780817502165204
2024-06-16,1.0112729956545892,-0.00018809137216206127
2024-06-18,1.0094718479880287,-0.0017810696758440731
2024-06-19,1.0027163389099425,-0.006692122312821909
2024-06-20,1.0043095947735796,0.0015889397647286029
2024-06-21,0.9986383207289647,-0.005646938029994095
2024-06-22,0.9972053330980251,-0.0014349415611186126
2024-06-24,0.995644352067025,-0.0015653556787051516
2024-06-25,0.9969310392562928,0.0012923160630567698
2024-06-26,0.9991794379974154,0.0022553202303740856
2024-06-27,1.0059102278031757,0.0067363173718330985
2024-06-28,1.006925616670021,0.0010094229472770847
2024-06-29,1.0057823327720938,-0.001135420411398443
2024-07-01,1.0046511330678163,-0.001124696335796476
2024-07-02,1.0013299998853469,-0.003305757663685547
2024-07-03,1.0081955058531236,0.006856386973887528
2024-07-04,1.0090688583592653,0.0008662531235968954
2024-07-05,1.0145589638326167,0.005440763955671298
2024-07-07,1.0132756928442692,-0.0012648559956531377
2024-07-08,1.0117263175644622,-0.0015290757399477137
2024-07-09,1.0174642378354137,0.005671415452317583
2024-07-10,1.016731359965909,-0.000720298406815611
2024-07-11,1.0172370167650344,0.0004973356965625323
2024-07-12,1.022601131491498,0.00527322014246234
2024-07-13,1.0213812091780248,-0.0011929600661539513
2024-07-14,1.0209650983142244,-0.0004074001558488959
2024-07-15,1.0202280376404826,-0.0007219254360005878
2024-07-16,1.0224293570417724,0.0021576738925748124
2024-07-17,1.0214187697361834,-0.0009884177313852333
2024-07-18,1.0206061287417991,-0.0007956002165441212
2024-07-19,1.0055690340519712,-0.014733494407255306
2024-07-21,1.0045283364280528,-0.001034934041002515
2024-07-22,1.0038072318798856,-0.0007178538643631876
2024-07-23,1.0060262831728053,0.0022106348932790267
2024-07-24,1.0023627578740002,-0.0036415801058904507
2024-07-25,1.0026880596958871,0.0003245350242031085
2024-07-26,1.0197716537602508,0.017037795453099337
2024-07-28,1.0187254069014475,-0.001025961895435485
2024-07-29,1.0182790149080372,-0.0004381867678828668
2024-07-30,1.0208475712873513,0.0025224485054776906
2024-07-31,1.0265417572826214,0.005577900320700607
2024-08-01,1.0281655386377866,0.0015817976654583846
2024-08-02,1.0140502615674565,-0.013728603556419082
2024-08-03,1.0130192816408812,-0.0010166950945623282
2024-08-04,1.0128049739811804,-0.00021155338657880668
2024-08-05,1.0110315759865547,-0.001750976782484346
2024-08-06,1.009198384548495,-0.0018131891046733377
2024-08-07,1.0202325203650466,0.010933564684101343
2024-08-08,1.0099860721539793,-0.010043247991547195
2024-08-09,1.0194631836934223,0.009383408148620705
2024-08-11,1.018317653875526,-0.0011236598204027958
2024-08-12,1.0171490025099772,-0.0011476294858497387
2024-08-13,1.010157802752444,-0.0068733290209018185
2024-08-14,1.0065637862327006,-0.003557876313928899
2024-08-16,1.0224031469336932,0.015736072485058362
2024-08-17,1.0211253844302668,-0.0012497638600374652
2024-08-18,1.0206884913678815,-0.00042785447218028725
2024-08-19,1.019931917034034,-0.0007412392127922613
2024-08-20,1.026828050335743,0.006761366309393606
2024-08-21,1.032386771259734,0.00541348760600523
2024-08-22,1.0348155401134407,0.0023525764968327324
2024-08-23,1.035226428751786,0.0003970646191691698
2024-08-24,1.034250352366714,-0.0009428626993701225
2024-08-25,1.0342503136632015,-3.742180252965676e-08
2024-08-26,1.0333021959389057,-0.0009167197841475241
2024-08-27,1.032785247006405,-0.0005002882356512261
2024-08-28,1.0331936336463987,0.0003954226119877573
2024-08-29,1.0380037486516942,0.004655579408014014
2024-08-30,1.044155526022564,0.005926546391436774
2024-09-01,1.0431050059708102,-0.0010060953809776592
2024-09-02,1.0421678952453957,-0.0008983858001356701
2024-09-03,1.0414368109285281,-0.000701503395185062
2024-09-04,1.0402586879474895,-0.0011312476846177314
2024-09-05,1.037873584363351,-0.0022927985238406236
2024-09-06,1.028006081155551,-0.00950742301997509
2024-09-07,1.0270379221026331,-0.0009417833908428447
2024-09-08,1.0270378519524006,-6.830344913594418e-08
2024-09-09,1.026051084017792,-0.000960790230596341
2024-09-10,1.0299752508286975,0.0038245335656574672
2024-09-11,1.0255527761975347,-0.00429376786248462
2024-09-12,1.0441002339719594,0.018085327449644823
2024-09-13,1.043942826981821,-0.0001507585048032475
2024-09-14,1.042942907182814,-0.0009578300393115375
2024-09-15,1.0427162422292249,-0.0002173320821572491
2024-09-16,1.0415180530241153,-0.0011491038084800221
2024-09-17,1.042181720576843,0.0006372117610450417
2024-09-18,1.0378865341744485,-0.004121341141943342
2024-09-19,1.0379881790534013,9.7934480895636e-05
2024-09-20,1.0495555170409359,0.011143997803600585
2024-09-21,1.0485225841494248,-0.0009841622236653174
2024-09-22,1.0485225470405046,-3.539162699775196e-08
2024-09-23,1.0479267317103866,-0.0005682427448029076
2024-09-24,1.0470508470038458,-0.0008358262844496557
2024-09-25,1.048266047958985,0.0011605940233145513
2024-09-26,1.0590069795020556,0.010246379307985394
2024-09-27,1.0625167265363804,0.003314186877196157
2024-09-28,1.0615604070648843,-0.0009000512157709336
2024-09-30,1.060526932386445,-0.0009735429765101178
2024-10-01,1.0597791238223253,-0.0007051292534712086
