tickerId,companyName,remarks,boardMeetDate,purpose
S0003019,Icici Bank,To consider Fund Raising.,2025-04-19,"Audited Results, Dividend & Others"
S0003019,Icici Bank,,2025-01-25,Quarterly Results
S0003019,Icici Bank,,2024-10-26,Quarterly Results
S0003019,Icici Bank,,2024-07-27,Quarterly Results
S0003019,Icici Bank,,2024-04-27,Audited Results & Final Dividend
S0003019,Icici Bank,,2024-01-20,Quarterly Results
S0003019,Icici Bank,,2023-10-21,Quarterly Results
S0003019,Icici Bank,,2023-07-22,Quarterly Results
S0003019,Icici Bank,,2023-04-22,Audited Results & Final Dividend
S0003019,Icici Bank,,2023-01-21,Quarterly Results
S0003019,Icici Bank,,2022-10-22,Quarterly Results
S0003019,Icici Bank,,2022-07-23,Quarterly Results
S0003019,Icici Bank,,2022-04-23,Audited Results & Final Dividend
S0003019,Icici Bank,,2022-01-22,Quarterly Results
S0003019,Icici Bank,,2021-10-23,Quarterly Results
S0003019,Icici Bank,,2021-07-24,Quarterly Results
S0003019,Icici Bank,,2021-04-24,Audited Results & Final Dividend
S0003019,Icici Bank,,2021-01-30,Quarterly Results
