displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,50788.72,,,2020,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,524164.94,,,2020,Annual
Net Loans ,NetLoans,705042.58,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,19715.89,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-9307.24,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,10408.66,,,2020,Annual
Goodwill Net ,GoodwillNet,126.01,,,2020,Annual
Long Term Investments ,LongTermInvestments,697.54,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,8807.03,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,77256.76,,,2020,Annual
Total Assets ,TotalAssets,1377292.23,,,2020,Annual
Accounts Payable ,AccountsPayable,38120.39,,,2020,Annual
Accrued Expenses ,AccruedExpenses,0.00,,,2020,Annual
Total Deposits ,TotalDeposits,800784.46,,,2020,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,8951.44,,,2020,Annual
Long Term Debt ,LongTermDebt,210614.56,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,210614.56,,,2020,Annual
Total Debt ,TotalDebt,219566.00,,,2020,Annual
Minority Interest ,MinorityInterest,6794.77,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,189066.55,,,2020,Annual
Total Liabilities ,TotalLiabilities,1254332.18,,,2020,Annual
Common Stock Total ,CommonStockTotal,1294.55,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,33590.15,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),81003.32,,,2020,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,3.49,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),5054.56,,,2020,Annual
Other Equity Total ,OtherEquityTotal,2013.99,,,2020,Annual
Total Equity ,TotalEquity,122960.06,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1377292.23,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,644.62,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,190.55,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
