displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,103590.63,,,2021,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,583690.80,,,2021,Annual
Net Loans ,NetLoans,790782.54,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,21065.48,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-10256.22,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,10809.26,,,2021,Annual
Goodwill Net ,GoodwillNet,123.98,,,2021,Annual
Long Term Investments ,LongTermInvestments,672.59,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,9335.02,,,2021,Annual
Other Assets Total ,OtherAssetsTotal,74807.42,,,2021,Annual
Total Assets ,TotalAssets,1573812.24,,,2021,Annual
Accounts Payable ,AccountsPayable,39300.82,,,2021,Annual
Total Deposits ,TotalDeposits,959940.02,,,2021,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,17066.87,,,2021,Annual
Long Term Debt ,LongTermDebt,139681.15,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,139681.15,,,2021,Annual
Total Debt ,TotalDebt,156748.02,,,2021,Annual
Minority Interest ,MinorityInterest,9588.34,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,250647.55,,,2021,Annual
Total Liabilities ,TotalLiabilities,1416224.74,,,2021,Annual
Common Stock Total ,CommonStockTotal,1383.20,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,48969.69,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),101053.29,,,2021,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,3.10,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),4808.24,,,2021,Annual
Other Equity Total ,OtherEquityTotal,1369.99,,,2021,Annual
Total Equity ,TotalEquity,157587.50,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1573812.24,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,691.60,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,227.68,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
