displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,121066.81,,,2023,Annual
Total Interest Expense ,TotalInterestExpense,50543.39,,,2023,Annual
Net Interest Income ,NetInterestIncome,70523.42,,,2023,Annual
Loan Loss Provision ,LoanLossProvision,5548.22,,,2023,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,64975.20,,,2023,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,65111.99,,,2023,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-83830.72,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,46256.47,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,11793.44,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,34463.03,,,2023,Annual
Minority Interest ,MinorityInterest,-1424.67,,,2023,Annual
Equity In Affiliates ,EquityInAffiliates,998.29,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,34036.64,,,2023,Annual
Net Income ,NetIncome,34036.64,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,34036.64,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,34036.64,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,34036.64,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,710.50,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,47.91,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,49.31,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
