displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,728535.50
Revenue - trailing 12 month,revenueTrailing12Month),1863315.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,510292.00
EBITD - trailing 12 month,eBITDTrailing12Month,
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,510292.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,71.16
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1863315.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,510292.00
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,728535.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,728535.50
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,755439.30
