displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,115007.28,,,2023,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,666063.84,,,2023,Annual
Net Loans ,NetLoans,1082288.85,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,22324.55,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-11355.54,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,10969.00,,,2023,Annual
Goodwill Net ,GoodwillNet,101.33,,,2023,Annual
Long Term Investments ,LongTermInvestments,2004.06,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7619.44,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,74436.68,,,2023,Annual
Total Assets ,TotalAssets,1958490.50,,,2023,Annual
Accounts Payable ,AccountsPayable,27622.07,,,2023,Annual
Total Deposits ,TotalDeposits,1210832.15,,,2023,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,23405.99,,,2023,Annual
Long Term Debt ,LongTermDebt,179259.52,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,179259.52,,,2023,Annual
Total Debt ,TotalDebt,202665.51,,,2023,Annual
Minority Interest ,MinorityInterest,6686.75,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,296186.21,,,2023,Annual
Total Liabilities ,TotalLiabilities,1743992.71,,,2023,Annual
Common Stock Total ,CommonStockTotal,1396.56,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,50723.16,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),154825.59,,,2023,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,760.89,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),5232.13,,,2023,Annual
Other Equity Total ,OtherEquityTotal,1559.45,,,2023,Annual
Total Equity ,TotalEquity,214497.79,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1958490.50,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,698.28,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,307.03,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
