displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,135860.49,,,2024,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,862907.70,,,2024,Annual
Net Loans ,NetLoans,1257698.02,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,26992.03,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-13751.75,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,13240.28,,,2024,Annual
Goodwill Net ,GoodwillNet,2474.16,,,2024,Annual
Long Term Investments ,LongTermInvestments,1510.23,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,6311.58,,,2024,Annual
Other Assets Total ,OtherAssetsTotal,84060.57,,,2024,Annual
Total Assets ,TotalAssets,2364063.03,,,2024,Annual
Accounts Payable ,AccountsPayable,67810.62,,,2024,Annual
Total Deposits ,TotalDeposits,1443579.95,,,2024,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,30115.39,,,2024,Annual
Long Term Debt ,LongTermDebt,190131.92,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,190131.92,,,2024,Annual
Total Debt ,TotalDebt,220247.31,,,2024,Annual
Minority Interest ,MinorityInterest,13888.42,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,362392.90,,,2024,Annual
Total Liabilities ,TotalLiabilities,2107919.19,,,2024,Annual
Common Stock Total ,CommonStockTotal,1404.47,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,51943.86,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),193127.36,,,2024,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,1405.32,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),6279.95,,,2024,Annual
Other Equity Total ,OtherEquityTotal,1982.89,,,2024,Annual
Total Equity ,TotalEquity,256143.83,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,2364063.03,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,702.23,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,361.23,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
