displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,45830.08,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1645.59,,,2023,Annual
Non- Cash Items ,Non-CashItems,9082.72,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-60329.58,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-3771.19,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-2467.68,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-65537.64,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-68005.32,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3479.45,,,2023,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,942.07,,,2023,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,27328.09,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,24790.72,,,2023,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,316.31,,,2023,Annual
Net Changein Cash ,NetChangeinCash,-46669.49,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,10875.43,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
