tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003019,Icici Bank,,2024-10-30,,2024-12-02,POM
S0003019,Icici Bank,,2024-08-06,,2024-08-29,AGM
S0003019,Icici Bank,,2024-02-22,,2024-03-27,COM
S0003019,Icici Bank,,2023-06-29,,2023-08-30,AGM
S0003019,Icici Bank,,2022-06-28,,2022-08-30,AGM
S0003019,Icici Bank,,2022-02-24,,2022-03-29,POM
S0003019,Icici Bank,,2021-07-15,,2021-08-20,AGM
