displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,134509.46,,,2025,Interim
Other Earning Assets Total ,OtherEarningAssetsTotal,857793.87,,,2025,Interim
Net Loans ,NetLoans,1303045.56,,,2025,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,13663.27,,,2025,Interim
Goodwill Net ,GoodwillNet,2910.18,,,2025,Interim
Other Assets Total ,OtherAssetsTotal,95472.48,,,2025,Interim
Total Assets ,TotalAssets,2407394.82,,,2025,Interim
Total Deposits ,TotalDeposits,1456732.61,,,2025,Interim
Long Term Debt ,LongTermDebt,206033.29,,,2025,Interim
Total Long Term Debt ,TotalLongTermDebt,206033.29,,,2025,Interim
Total Debt ,TotalDebt,206033.29,,,2025,Interim
Minority Interest ,MinorityInterest,14396.84,,,2025,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,457522.12,,,2025,Interim
Total Liabilities ,TotalLiabilities,2134684.86,,,2025,Interim
Common Stock Total ,CommonStockTotal,1407.45,,,2025,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),269786.39,,,2025,Interim
ESOP Debt Guarantee ,ESOPDebtGuarantee,1516.12,,,2025,Interim
Total Equity ,TotalEquity,272709.96,,,2025,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,2407394.82,,,2025,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,703.62,,,2025,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,383.45,,,2025,Interim
period Length ,periodLength,0.00,,,2025,Interim
