displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,159515.93,,,2024,Annual
Total Interest Expense ,TotalInterestExpense,74108.16,,,2024,Annual
Net Interest Income ,NetInterestIncome,85407.76,,,2024,Annual
Loan Loss Provision ,LoanLossProvision,3007.45,,,2024,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,82400.31,,,2024,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,76521.80,,,2024,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-98487.75,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,60434.36,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,15427.62,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,45006.74,,,2024,Annual
Minority Interest ,MinorityInterest,-1824.14,,,2024,Annual
Equity In Affiliates ,EquityInAffiliates,1073.77,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,44256.37,,,2024,Annual
Net Income ,NetIncome,44256.37,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,44256.37,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,44256.37,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,44256.37,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,713.22,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,62.05,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,62.77,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
