displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,42606.73,,,2024,Interim
Total Interest Expense ,TotalInterestExpense,20423.73,,,2024,Interim
Net Interest Income ,NetInterestIncome,22182.99,,,2024,Interim
Loan Loss Provision ,LoanLossProvision,697.91,,,2024,Interim
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,21485.08,,,2024,Interim
Non- Interest Income Bank ,Non-InterestIncomeBank,24574.98,,,2024,Interim
Non- Interest Expense Bank ,Non-InterestExpenseBank,-29906.42,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,16153.64,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4180.91,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,11972.73,,,2024,Interim
Minority Interest ,MinorityInterest,-528.53,,,2024,Interim
Equity In Affiliates ,EquityInAffiliates,227.32,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,11671.52,,,2024,Interim
Net Income ,NetIncome,11671.52,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,11671.52,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,11671.52,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,11671.52,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,711.48,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,16.40,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,16.40,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
