displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,44581.65,,,2025,Interim
Total Interest Expense ,TotalInterestExpense,21121.62,,,2025,Interim
Net Interest Income ,NetInterestIncome,23460.03,,,2025,Interim
Loan Loss Provision ,LoanLossProvision,1315.89,,,2025,Interim
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,22144.14,,,2025,Interim
Non- Interest Income Bank ,Non-InterestIncomeBank,22688.41,,,2025,Interim
Non- Interest Expense Bank ,Non-InterestExpenseBank,-28071.16,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,16761.39,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4355.45,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,12405.94,,,2025,Interim
Minority Interest ,MinorityInterest,-766.97,,,2025,Interim
Equity In Affiliates ,EquityInAffiliates,56.87,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,11695.84,,,2025,Interim
Net Income ,NetIncome,11695.84,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,11695.84,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,11695.84,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,11695.84,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,716.66,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,16.32,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,16.32,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
