Date,200 DMA
2024-06-06,1034.27
2024-06-07,1035.14
2024-06-10,1036.02
2024-06-11,1036.84
2024-06-12,1037.66
2024-06-13,1038.36
2024-06-14,1039.03
2024-06-18,1039.86
2024-06-19,1040.9
2024-06-20,1042.05
2024-06-21,1043.21
2024-06-24,1044.48
2024-06-25,1046.0
2024-06-26,1047.72
2024-06-27,1049.43
2024-06-28,1050.92
2024-07-01,1052.52
2024-07-02,1053.9
2024-07-03,1055.37
2024-07-04,1057.14
2024-07-05,1058.89
2024-07-08,1060.64
2024-07-09,1062.51
2024-07-10,1064.31
2024-07-11,1066.04
2024-07-12,1067.7
2024-07-15,1069.31
2024-07-16,1071.01
2024-07-18,1072.8
2024-07-19,1074.55
2024-07-22,1076.2
2024-07-23,1077.7
2024-07-24,1079.15
2024-07-25,1080.33
2024-07-26,1081.59
2024-07-29,1082.9
2024-07-30,1084.15
2024-07-31,1085.46
2024-08-01,1086.7
2024-08-02,1087.79
2024-08-05,1088.63
2024-08-06,1089.41
2024-08-07,1090.24
2024-08-08,1090.98
2024-08-09,1091.78
2024-08-12,1092.59
2024-08-13,1093.34
2024-08-14,1094.02
2024-08-16,1094.95
2024-08-19,1095.75
2024-08-20,1096.59
2024-08-21,1097.36
2024-08-22,1098.3
2024-08-23,1099.34
2024-08-26,1100.48
2024-08-27,1101.73
2024-08-28,1102.94
2024-08-29,1104.13
2024-08-30,1105.37
2024-09-02,1106.61
2024-09-03,1108.02
2024-09-04,1109.29
2024-09-05,1110.55
2024-09-06,1111.52
2024-09-09,1112.75
2024-09-10,1113.99
2024-09-11,1115.21
2024-09-12,1116.57
2024-09-13,1117.9
2024-09-16,1119.35
2024-09-17,1120.83
2024-09-18,1122.49
2024-09-19,1124.18
2024-09-20,1126.31
2024-09-23,1128.26
2024-09-24,1130.15
2024-09-25,1132.08
2024-09-26,1134.04
2024-09-27,1135.76
2024-09-30,1137.12
2024-10-01,1138.49
2024-10-03,1139.66
2024-10-04,1140.66
2024-10-07,1141.58
2024-10-08,1142.53
2024-10-09,1143.54
2024-10-10,1144.54
2024-10-11,1145.32
2024-10-14,1146.18
2024-10-15,1147.26
2024-10-16,1148.22
2024-10-17,1149.04
2024-10-18,1150.19
2024-10-21,1151.28
2024-10-22,1152.43
2024-10-23,1153.42
2024-10-24,1154.41
2024-10-25,1155.41
2024-10-28,1156.78
2024-10-29,1158.52
2024-10-30,1160.05
2024-10-31,1161.37
2024-11-01,1162.66
2024-11-04,1163.8
2024-11-05,1165.13
2024-11-06,1166.49
2024-11-07,1167.61
2024-11-08,1168.52
2024-11-11,1169.52
2024-11-12,1170.53
2024-11-13,1171.35
2024-11-14,1172.2
2024-11-18,1173.01
2024-11-19,1173.77
2024-11-21,1174.53
2024-11-22,1175.56
2024-11-25,1176.81
