displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,214023.46,,,2025,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,886376.81,,,2025,Annual
Net Loans ,NetLoans,1420663.71,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,15812.42,,,2025,Annual
Goodwill Net ,GoodwillNet,8459.43,,,2025,Annual
Other Assets Total ,OtherAssetsTotal,96905.58,,,2025,Annual
Total Assets ,TotalAssets,2642241.41,,,2025,Annual
Total Deposits ,TotalDeposits,1641637.40,,,2025,Annual
Long Term Debt ,LongTermDebt,218883.44,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,218883.44,,,2025,Annual
Total Debt ,TotalDebt,218883.44,,,2025,Annual
Minority Interest ,MinorityInterest,14836.74,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,452977.92,,,2025,Annual
Total Liabilities ,TotalLiabilities,2328335.50,,,2025,Annual
Common Stock Total ,CommonStockTotal,1424.60,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),310411.47,,,2025,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,2069.84,,,2025,Annual
Total Equity ,TotalEquity,313905.91,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,2642241.41,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,712.19,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,428.88,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
