displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,89162.66,,,2021,Annual
Total Interest Expense ,TotalInterestExpense,42659.09,,,2021,Annual
Net Interest Income ,NetInterestIncome,46503.58,,,2021,Annual
Loan Loss Provision ,LoanLossProvision,11822.39,,,2021,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,34681.19,,,2021,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,72173.81,,,2021,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-80826.67,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,26028.34,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5664.37,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,20363.97,,,2021,Annual
Minority Interest ,MinorityInterest,-1979.65,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,18384.32,,,2021,Annual
Net Income ,NetIncome,18384.32,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,18384.32,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,18384.32,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,18384.32,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,684.19,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,26.87,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,2.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,32.09,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
