Date,Volume,Delivery (%)
2024-06-06,18851014,38.0
2024-06-07,18405238,47.0
2024-06-10,11957101,58.0
2024-06-11,12572981,42.0
2024-06-12,16361843,51.0
2024-06-13,12770671,64.0
2024-06-14,12434023,52.0
2024-06-18,18743950,67.0
2024-06-19,35114605,38.0
2024-06-20,15816346,54.0
2024-06-21,70801480,64.0
2024-06-24,14353943,43.0
2024-06-25,28279354,38.0
2024-06-26,25911983,47.0
2024-06-27,20891256,
2024-06-28,13198880,53.0
2024-07-01,10162718,46.0
2024-07-02,16363766,44.0
2024-07-03,22497937,27.0
2024-07-04,15476056,57.0
2024-07-05,10350103,42.0
2024-07-08,7642349,51.0
2024-07-09,13434078,56.0
2024-07-10,18390195,50.0
2024-07-11,11519171,53.0
2024-07-12,13155089,47.0
2024-07-15,17521972,47.0
2024-07-16,13693115,56.0
2024-07-18,11368911,52.0
2024-07-19,8426351,56.0
2024-07-22,11101527,57.0
2024-07-23,19761041,41.0
2024-07-24,20373941,37.0
2024-07-25,14299027,55.0
2024-07-26,20089164,63.0
2024-07-29,32417899,29.0
2024-07-30,24413848,39.0
2024-07-31,22656462,53.0
2024-08-01,8926462,59.0
2024-08-02,11543180,59.0
2024-08-05,16438352,57.0
2024-08-06,13802980,45.0
2024-08-07,15857332,41.0
2024-08-08,10953165,53.0
2024-08-09,9084435,68.0
2024-08-12,12218891,48.0
2024-08-13,13302094,45.0
2024-08-14,13652872,53.0
2024-08-16,11700816,47.0
2024-08-19,7161645,44.0
2024-08-20,10516578,47.0
2024-08-21,17577131,48.0
2024-08-22,8654357,62.0
2024-08-23,8180934,60.0
2024-08-26,11845995,68.0
2024-08-27,17409901,58.0
2024-08-28,12446392,49.0
2024-08-29,10986451,55.0
2024-08-30,21583297,61.0
2024-09-02,13557061,61.0
2024-09-03,19422545,59.0
2024-09-04,14072804,61.0
2024-09-05,9328284,66.0
2024-09-06,10878707,50.0
2024-09-09,14204045,64.0
2024-09-10,15778480,60.0
2024-09-11,12175335,44.0
2024-09-12,15839392,58.0
2024-09-13,10452834,66.0
2024-09-16,9617984,68.0
2024-09-17,11639361,57.0
2024-09-18,12738040,49.0
2024-09-19,13505427,63.0
2024-09-20,77165670,59.0
2024-09-23,13220038,47.0
2024-09-24,14068053,62.0
2024-09-25,8952500,49.0
2024-09-26,11350556,59.0
2024-09-27,17335582,72.0
2024-09-30,13304334,65.0
2024-10-01,11060902,61.0
2024-10-03,17929459,77.0
2024-10-04,14171627,45.0
2024-10-07,22049713,40.0
2024-10-08,12272899,65.0
2024-10-09,15025002,34.0
2024-10-10,9258061,47.0
2024-10-11,8897708,58.0
2024-10-14,12350190,73.0
2024-10-15,11803973,66.0
2024-10-16,7906712,62.0
2024-10-17,8513417,65.0
2024-10-18,11417630,61.0
2024-10-21,8558077,55.0
2024-10-22,20405022,48.0
2024-10-23,14314497,58.0
2024-10-24,12391622,72.0
2024-10-25,14092204,55.0
2024-10-28,26620006,54.0
2024-10-29,20944557,57.0
2024-10-30,15270374,54.0
2024-10-31,23823342,75.0
2024-11-01,1051885,33.0
2024-11-04,15460446,66.0
2024-11-05,16565909,50.0
2024-11-06,12118676,60.0
2024-11-07,9977537,70.0
2024-11-08,11773690,69.0
2024-11-11,10270128,54.0
2024-11-12,13675630,43.0
2024-11-13,12355144,45.0
2024-11-14,9925462,54.0
2024-11-18,6552119,60.0
2024-11-19,11653291,60.0
2024-11-21,9691216,50.0
2024-11-22,12100590,58.0
2024-11-25,23457687,71.0
2024-11-26,7913360,57.0
2024-11-27,22226974,76.0
2024-11-28,23149054,77.0
2024-11-29,11648088,67.0
2024-12-02,9885937,75.0
2024-12-03,11683244,75.0
2024-12-04,11850001,65.0
2024-12-05,19325171,63.0
2024-12-06,9269048,62.0
2024-12-09,8213680,70.0
2024-12-10,8555657,70.0
2024-12-11,8341887,54.0
2024-12-12,9200075,50.0
2024-12-13,13789785,64.0
2024-12-16,9193879,66.0
2024-12-17,9966473,60.0
2024-12-18,8572621,60.0
2024-12-19,11593568,62.0
2024-12-20,58758104,69.0
2024-12-23,7245935,60.0
2024-12-24,7343886,41.0
2024-12-26,7610742,62.0
2024-12-27,5017667,54.0
2024-12-30,14417315,55.0
2024-12-31,8494133,66.0
2025-01-01,4796700,53.0
2025-01-02,7566862,61.0
2025-01-03,11558734,64.0
2025-01-06,7809354,59.0
2025-01-07,7729592,54.0
2025-01-08,7725935,62.0
2025-01-09,8957991,61.0
2025-01-10,8126227,71.0
2025-01-13,9778338,73.0
2025-01-14,11526184,65.0
2025-01-15,5402006,58.0
2025-01-16,12012819,55.0
2025-01-17,9879340,66.0
2025-01-20,7768456,68.0
2025-01-21,21459124,59.0
2025-01-22,10443375,67.0
2025-01-23,8813942,56.0
2025-01-24,9359474,64.0
2025-01-27,16590712,53.0
2025-01-28,18873910,52.0
2025-01-29,7936106,63.0
2025-01-30,12054410,49.0
2025-01-31,10310172,70.0
2025-02-01,3092294,30.0
2025-02-03,6231063,60.0
2025-02-04,15284100,70.0
2025-02-05,7062919,71.0
2025-02-06,8649350,48.0
2025-02-07,7480934,62.0
2025-02-10,6005121,66.0
2025-02-11,6935683,53.0
2025-02-12,9076146,68.0
2025-02-13,7342177,65.0
2025-02-14,10679716,76.0
2025-02-17,8487715,63.0
2025-02-18,8404577,70.0
2025-02-19,10780688,69.0
2025-02-20,8512383,73.0
2025-02-21,8450695,71.0
2025-02-24,11652413,78.0
2025-02-25,11734327,58.0
2025-02-27,12248018,66.0
2025-02-28,20413861,72.0
2025-03-03,9191955,68.0
2025-03-04,9731874,66.0
2025-03-05,9264956,70.0
2025-03-06,12003456,63.0
2025-03-07,6788474,65.0
2025-03-10,7672790,67.0
2025-03-11,11086566,59.0
2025-03-12,11802468,76.0
2025-03-13,9459047,67.0
2025-03-17,11376278,68.0
2025-03-18,15926699,62.0
2025-03-19,11449779,72.0
2025-03-20,10931446,79.0
2025-03-21,60825909,81.0
2025-03-24,9654538,67.0
2025-03-25,16967263,58.0
2025-03-26,11034929,58.0
2025-03-27,15171547,64.0
2025-03-28,8510855,65.0
2025-04-01,14649568,67.0
2025-04-02,8447701,73.0
2025-04-03,4844345,64.0
2025-04-04,8942925,67.0
2025-04-07,20165288,63.0
2025-04-08,13393330,47.0
2025-04-09,13126834,67.0
2025-04-11,13222806,67.0
2025-04-15,16286368,71.0
2025-04-16,14299729,76.0
2025-04-17,18083731,59.0
2025-04-21,17561490,52.0
2025-04-22,16486377,64.0
2025-04-23,14266579,78.0
2025-04-24,15967610,63.0
2025-04-25,11959200,59.0
2025-04-28,11372586,69.0
2025-04-29,11167226,59.0
2025-04-30,14628495,75.0
2025-05-02,11300881,69.0
2025-05-05,4687187,64.0
2025-05-06,6486062,63.0
2025-05-07,10686057,73.0
2025-05-08,15463971,72.0
2025-05-09,13644980,72.0
2025-05-12,10043678,66.0
2025-05-13,12985585,61.0
2025-05-14,8179386,70.0
2025-05-15,18363665,56.0
2025-05-16,7365820,
2025-05-19,6441719,64.0
2025-05-20,11765920,69.0
2025-05-21,5612933,59.0
2025-05-22,7370974,56.0
2025-05-23,5322044,69.0
2025-05-26,5934681,68.0
2025-05-27,16019108,58.0
2025-05-28,8761223,70.0
2025-05-29,15653328,59.0
2025-05-30,11936229,78.0
2025-06-02,9789410,74.0
2025-06-03,12423413,64.0
2025-06-04,8104442,79.0
2025-06-05,11655318,65.0
2025-06-06,11999240,
