displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,240715.00,,,2024,Interim
Total Revenue ,TotalRevenue,240715.00,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,157646.00,,,2024,Interim
Gross Profit ,GrossProfit,83069.00,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,6818.00,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,13569.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,33735.00,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,211768.00,,,2024,Interim
Operating Income ,OperatingIncome,28947.00,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-5661,,,2024,Interim
Other Net ,OtherNet,4534.00,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,27820.00,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,6577.00,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,21243.00,,,2024,Interim
Minority Interest ,MinorityInterest,-2292,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,18951.00,,,2024,Interim
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2024,Interim
Net Income ,NetIncome,18951.00,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,18951.00,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,18951.00,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,18951.00,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1353.98,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,14.00,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,14.00,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
