tickerId,companyName,remarks,boardMeetDate,purpose
S0003018,Reliance Industries,,2025-04-25,Audited Results & Final Dividend
S0003018,Reliance Industries,,2025-01-16,Quarterly Results
S0003018,Reliance Industries,,2024-10-14,Quarterly Results
S0003018,Reliance Industries,"To consider and recommend to the shareholders for their approval, issue of bonus shares in the ratio of 1:1 to the Equity Shareholders of the Company by capitalization of reserves.",2024-09-05,Bonus issue
S0003018,Reliance Industries,,2024-07-19,Quarterly Results
S0003018,Reliance Industries,,2024-04-22,Audited Results & Final Dividend
S0003018,Reliance Industries,,2024-01-19,Quarterly Results
S0003018,Reliance Industries,,2023-10-27,Quarterly Results
S0003018,Reliance Industries,,2023-07-21,Quarterly Results & Final Dividend
S0003018,Reliance Industries,,2023-04-21,Audited Results
S0003018,Reliance Industries,,2023-01-20,Quarterly Results
S0003018,Reliance Industries,,2022-10-21,Quarterly Results
S0003018,Reliance Industries,,2022-07-22,Quarterly Results
S0003018,Reliance Industries,,2022-05-06,Audited Results & Final Dividend
S0003018,Reliance Industries,,2022-01-21,Quarterly Results
S0003018,Reliance Industries,,2021-10-22,Quarterly Results
S0003018,Reliance Industries,,2021-07-23,Quarterly Results
S0003018,Reliance Industries,,2021-04-30,Audited Results & Final Dividend
S0003018,Reliance Industries,,2021-01-22,Quarterly Results
