displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,11.46
Gross Margin - 5 year average,grossMargin5YearAverage,30.63
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),11.46
Operating Margin - 5 year average,operatingMargin5YearAverage,11.60
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,8.30
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,34.18
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,8.30
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,8.87
Pretax Margin - 5 year average,pretaxMargin5YearAverage,11.10
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,3.26
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,10.87
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,10.87
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,-1.92
Gross Margin - trailing 12 month,grossMarginTrailing12Month,34.18
