tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003018,Reliance Industries,Bonus issue in the ratio of 1:1 of Rs. 10/-.,2024-10-28,2024-10-28,2024-10-28,2024-09-05
